Air Pollution - Particulate Matter for United States by County
"All Races (includes Hispanic/Latino), Both Sexes, All Ages, 2019"

Sorted by Percent

County,FIPS,Micrograms per cubic meter (PM2.5)(2)
"Tazewell County, Virginia",51185,7.0
"Terrell County, Texas",48443,7.0
"Van Buren County, Tennessee",47175,7.0
"Warren County, New York",36113,7.0
"Washington County, Maryland",24043,7.0
"Wayne County, New York",36117,7.0
"Westmoreland County, Pennsylvania",42129,7.0
"White County, Tennessee",47185,7.0
"Winnebago County, Iowa",19189,7.0
"Accomack County, Virginia",51001,6.9
"Adair County, Iowa",19001,6.9
"Alleghany County, North Carolina",37005,6.9
"Anoka County, Minnesota",27003,6.9
"Audubon County, Iowa",19009,6.9
"Bartholomew County, Indiana",18005,6.9
"Braxton County, West Virginia",54007,6.9
"Burt County, Nebraska",31021,6.9
"Canyon County, Idaho",16027,6.9
"Chemung County, New York",36015,6.9
"Columbus County, North Carolina",37047,6.9
"Dent County, Missouri",29065,6.9
"Ellis County, Oklahoma",40045,6.9
"Floyd County, Virginia",51063,6.9
"Franklin County, New York",36033,6.9
"Galax City, Virginia",51640,6.9
"Grayson County, Virginia",51077,6.9
"Greenbrier County, West Virginia",54025,6.9
"Harmon County, Oklahoma",40057,6.9
"Kossuth County, Iowa",19109,6.9
"Lancaster County, Virginia",51103,6.9
"Lawrence County, Tennessee",47099,6.9
"Lincoln County, Oregon",41041,6.9
"Lynn County, Texas",48305,6.9
"Macon County, North Carolina",37113,6.9
"Middlesex County, Massachusetts",25017,6.9
"Monroe County, West Virginia",54063,6.9
"Nelson County, Virginia",51125,6.9
"Northumberland County, Virginia",51133,6.9
"Oceana County, Michigan",26127,6.9
"Ontario County, New York",36069,6.9
"Oswego County, New York",36075,6.9
"Ottawa County, Kansas",20143,6.9
"Owyhee County, Idaho",16073,6.9
"Ozaukee County, Wisconsin",55089,6.9
"Page County, Virginia",51139,6.9
"Perry County, Tennessee",47135,6.9
"Pickett County, Tennessee",47137,6.9
"Poquoson City, Virginia",51735,6.9
"Preston County, West Virginia",54077,6.9
"Roger Mills County, Oklahoma",40129,6.9
"Sac County, Iowa",19161,6.9
"Saline County, Nebraska",31151,6.9
"Seminole County, Florida",12117,6.9
"Seneca County, New York",36099,6.9
"Shelby County, Iowa",19165,6.9
"Staunton City, Virginia",51790,6.9
"Sullivan County, New York",36105,6.9
"Washington County, Oregon",41067,6.9
"Waynesboro City, Virginia",51820,6.9
"Wyoming County, New York",36121,6.9
"Wythe County, Virginia",51197,6.9
"Yoakum County, Texas",48501,6.9
"Barron County, Wisconsin",55005,6.8
"Bay County, Michigan",26017,6.8
"Bland County, Virginia",51021,6.8
"Borden County, Texas",48033,6.8
"Box Elder County, Utah",49003,6.8
"Buena Vista County, Iowa",19021,6.8
"Calcasieu Parish, Louisiana",22019,6.8
"Clay County, Minnesota",27027,6.8
"Cuming County, Nebraska",31039,6.8
"Door County, Wisconsin",55029,6.8
"Foard County, Texas",48155,6.8
"Garfield County, Washington",53023,6.8
"Gladwin County, Michigan",26051,6.8
"Greene County, New York",36039,6.8
"Guilford County, North Carolina",37081,6.8
"Humboldt County, California",06023,6.8
"Jefferson County, Nebraska",31095,6.8
"Juneau Borough, Alaska",02110,6.8
"Lawrence County, Ohio",39087,6.8
"Lewis County, Tennessee",47101,6.8
"Lewis County, Washington",53041,6.8
"Lincoln County, Wisconsin",55069,6.8
"Livingston County, New York",36051,6.8
"Mathews County, Virginia",51115,6.8
"Monona County, Iowa",19133,6.8
"Montgomery County, New York",36057,6.8
"Pecos County, Texas",48371,6.8
"Plymouth County, Massachusetts",25023,6.8
"Pocahontas County, Iowa",19151,6.8
"Potter County, Pennsylvania",42105,6.8
"Pratt County, Kansas",20151,6.8
"Rappahannock County, Virginia",51157,6.8
"Rockbridge County, Virginia",51163,6.8
"Sagadahoc County, Maine",23023,6.8
"Santa Barbara County, California",06083,6.8
"Sarasota County, Florida",12115,6.8
"Scioto County, Ohio",39145,6.8
"Scott County, Minnesota",27139,6.8
"Seward County, Nebraska",31159,6.8
"Smyth County, Virginia",51173,6.8
"Stonewall County, Texas",48433,6.8
"Terry County, Texas",48445,6.8
"Tompkins County, New York",36109,6.8
"Transylvania County, North Carolina",37175,6.8
"Tuolumne County, California",06109,6.8
"Upshur County, West Virginia",54097,6.8
"Virginia Beach City, Virginia",51810,6.8
"Weber County, Utah",49057,6.8
"Allegany County, New York",36003,6.7
"Alleghany County and Clifton Forge City, Virginia",51005,6.7
"Arenac County, Michigan",26011,6.7
"Barbour County, West Virginia",54001,6.7
"Brevard County, Florida",12009,6.7
"Bristol County, Massachusetts",25005,6.7
"Brown County, Minnesota",27015,6.7
"Chenango County, New York",36017,6.7
"Chesterfield County, Virginia",51041,6.7
"Childress County, Texas",48075,6.7
"Clare County, Michigan",26035,6.7
"Cloud County, Kansas",20029,6.7
"Colfax County, Nebraska",31037,6.7
"Cortland County, New York",36023,6.7
"Cowlitz County, Washington",53015,6.7
"Craig County, Virginia",51045,6.7
"Dakota County, Nebraska",31043,6.7
"Dyer County, Tennessee",47045,6.7
"Eddy County, New Mexico",35015,6.7
"Flathead County, Montana",30029,6.7
"Franklin County, Massachusetts",25011,6.7
"Harper County, Oklahoma",40059,6.7
"Haywood County, North Carolina",37087,6.7
"Hockley County, Texas",48219,6.7
"Ida County, Iowa",19093,6.7
"Idaho County, Idaho",16049,6.7
"Jefferson County, New York",36045,6.7
"Lancaster County, Nebraska",31109,6.7
"Marinette County, Wisconsin",55075,6.7
"Martin County, Minnesota",27091,6.7
"Menominee County, Wisconsin",55078,6.7
"Oneida County, New York",36065,6.7
"Palm Beach County, Florida",12099,6.7
"Pitt County, North Carolina",37147,6.7
"Platte County, Nebraska",31141,6.7
"Polk County, Minnesota",27119,6.7
"Polk County, Wisconsin",55095,6.7
"Rice County, Kansas",20159,6.7
"Salem City, Virginia",51775,6.7
"Schuyler County, New York",36097,6.7
"Watauga County, North Carolina",37189,6.7
"Ashe County, North Carolina",37009,6.6
"Beaufort County, North Carolina",37013,6.6
"Blount County, Tennessee",47009,6.6
"Buena Vista City, Virginia",51530,6.6
"Butler County, Nebraska",31023,6.6
"Camden County, North Carolina",37029,6.6
"Charles City County, Virginia",51036,6.6
"Cherokee County, Iowa",19035,6.6
"Chisago County, Minnesota",27025,6.6
"Chittenden County, Vermont",50007,6.6
"Chowan County, North Carolina",37041,6.6
"Clinton County, New York",36019,6.6
"Columbia County, Washington",53013,6.6
"Comanche County, Kansas",20033,6.6
"Covington City, Virginia",51580,6.6
"Crosby County, Texas",48107,6.6
"Currituck County, North Carolina",37053,6.6
"Emmet County, Iowa",19063,6.6
"Fremont County, Wyoming",56013,6.6
"Fulton County, New York",36035,6.6
"Garza County, Texas",48169,6.6
"Graham County, North Carolina",37075,6.6
"Hale County, Texas",48189,6.6
"Herkimer County, New York",36043,6.6
"Jackson County, North Carolina",37099,6.6
"Jefferson County, Missouri",29099,6.6
"Kent County, Texas",48263,6.6
"Lake County, Oregon",41037,6.6
"Lexington City, Virginia",51678,6.6
"Madison County, North Carolina",37115,6.6
"Mason County, Michigan",26105,6.6
"Matanuska-Susitna Borough, Alaska",02170,6.6
"Northampton County, Virginia",51131,6.6
"Pasquotank County, North Carolina",37139,6.6
"Plymouth County, Iowa",19149,6.6
"Reeves County, Texas",48389,6.6
"Republic County, Kansas",20157,6.6
"Rusk County, Wisconsin",55107,6.6
"Shasta County, California",06089,6.6
"Sherburne County, Minnesota",27141,6.6
"Stafford County, Kansas",20185,6.6
"Susquehanna County, Pennsylvania",42115,6.6
"Thurston County, Nebraska",31173,6.6
"Barton County, Kansas",20009,6.5
"Bristol City, Virginia",51520,6.5
"Burleigh County, North Dakota",38015,6.5
"Clay County, Iowa",19041,6.5
"Collingsworth County, Texas",48087,6.5
"Cottle County, Texas",48101,6.5
"Craven County, North Carolina",37049,6.5
"Delaware County, New York",36025,6.5
"Ellsworth County, Kansas",20053,6.5
"Essex County, Massachusetts",25009,6.5
"Ford County, Kansas",20057,6.5
"Grand Forks County, North Dakota",38035,6.5
"Grand Isle County, Vermont",50013,6.5
"Greene County, Pennsylvania",42059,6.5
"Hampton City, Virginia",51650,6.5
"Hardy County, West Virginia",54031,6.5
"Iosco County, Michigan",26069,6.5
"Johnson County, Tennessee",47091,6.5
"King County, Texas",48269,6.5
"Lackawanna County, Pennsylvania",42069,6.5
"Lake County, Ohio",39085,6.5
"Langlade County, Wisconsin",55067,6.5
"Loving County, Texas",48301,6.5
"Madison County, New York",36053,6.5
"Menominee County, Michigan",26109,6.5
"Monroe County, New York",36055,6.5
"Montgomery County, Iowa",19137,6.5
"Multnomah County, Oregon",41051,6.5
"New London County, Connecticut",09011,6.5
"O'Brien County, Iowa",19141,6.5
"Orange County, Florida",12095,6.5
"Osceola County, Michigan",26133,6.5
"Otsego County, New York",36077,6.5
"Perquimans County, North Carolina",37143,6.5
"Santa Cruz County, California",06087,6.5
"Seward County, Kansas",20175,6.5
"Sibley County, Minnesota",27143,6.5
"Stanton County, Nebraska",31167,6.5
"Thayer County, Nebraska",31169,6.5
"Unicoi County, Tennessee",47171,6.5
"Utah County, Utah",49049,6.5
"Washington County, Idaho",16087,6.5
"Washington County, Nebraska",31177,6.5
"Watonwan County, Minnesota",27165,6.5
"Windham County, Connecticut",09015,6.5
"Yates County, New York",36123,6.5
"Albemarle County, Virginia",51003,6.4
"Amador County, California",06005,6.4
"Athens County, Ohio",39009,6.4
"Avery County, North Carolina",37011,6.4
"Baker County, Oregon",41001,6.4
"Cass County, North Dakota",38017,6.4
"Cecil County, Maryland",24015,6.4
"Curry County, Oregon",41015,6.4
"Dickinson County, Iowa",19059,6.4
"Fillmore County, Nebraska",31059,6.4
"Finney County, Kansas",20055,6.4
"Floyd County, Texas",48153,6.4
"Franklin County, Vermont",50011,6.4
"Gray County, Kansas",20069,6.4
"Haskell County, Kansas",20081,6.4
"Jackson County, Minnesota",27063,6.4
"Jones County, North Carolina",37103,6.4
"Kiowa County, Kansas",20097,6.4
"Lake County, Michigan",26085,6.4
"Lamb County, Texas",48279,6.4
"Lubbock County, Texas",48303,6.4
"Marin County, California",06041,6.4
"Ogemaw County, Michigan",26129,6.4
"Onondaga County, New York",36067,6.4
"Palo Alto County, Iowa",19147,6.4
"Polk County, Nebraska",31143,6.4
"Schoharie County, New York",36095,6.4
"Sioux County, Iowa",19167,6.4
"Suffolk County, New York",36103,6.4
"Taylor County, Wisconsin",55119,6.4
"Washington County, North Carolina",37187,6.4
"Wayne County, Nebraska",31179,6.4
"Wheeler County, Texas",48483,6.4
"York County, Nebraska",31185,6.4
"Adams County, Nebraska",31001,6.3
"Addison County, Vermont",50001,6.3
"Beaver County, Oklahoma",40007,6.3
"Brunswick County, North Carolina",37019,6.3
"Cass County, Missouri",29037,6.3
"Clark County, Kansas",20025,6.3
"Codington County, South Dakota",46029,6.3
"Cottonwood County, Minnesota",27033,6.3
"Davis County, Utah",49011,6.3
"Dickens County, Texas",48125,6.3
"Dixon County, Nebraska",31051,6.3
"Edwards County, Kansas",20047,6.3
"Hall County, Texas",48191,6.3
"Hamilton County, Nebraska",31081,6.3
"Hemphill County, Texas",48211,6.3
"Hood River County, Oregon",41027,6.3
"Lincoln County, Kansas",20105,6.3
"Lincoln County, Maine",23015,6.3
"Lipscomb County, Texas",48295,6.3
"Lynchburg City, Virginia",51680,6.3
"Madison County, Nebraska",31119,6.3
"McLeod County, Minnesota",27085,6.3
"Meade County, Kansas",20119,6.3
"Merrick County, Nebraska",31121,6.3
"Mitchell County, Kansas",20123,6.3
"Nevada County, California",06057,6.3
"Ocean County, New Jersey",34029,6.3
"Oconee County, South Carolina",45073,6.3
"Onslow County, North Carolina",37133,6.3
"Pawnee County, Kansas",20145,6.3
"Putnam County, Tennessee",47141,6.3
"Randolph County, West Virginia",54083,6.3
"Redwood County, Minnesota",27127,6.3
"Renville County, Minnesota",27129,6.3
"Roanoke County, Virginia",51161,6.3
"Sedgwick County, Kansas",20173,6.3
"Union County, Oregon",41061,6.3
"Webster County, West Virginia",54101,6.3
"Yancey County, North Carolina",37199,6.3
"Bristol County, Rhode Island",44001,6.2
"Buffalo County, Nebraska",31019,6.2
"Buncombe County, North Carolina",37021,6.2
"Clay County, Missouri",29047,6.2
"Clay County, Nebraska",31035,6.2
"Douglas County, Colorado",08035,6.2
"Essex County, New York",36031,6.2
"Grand Traverse County, Michigan",26055,6.2
"Grant County, Kansas",20067,6.2
"Grant County, West Virginia",54023,6.2
"Isanti County, Minnesota",27059,6.2
"Jewell County, Kansas",20089,6.2
"Johnson County, Kansas",20091,6.2
"Kandiyohi County, Minnesota",27067,6.2
"Morgan County, Colorado",08087,6.2
"Motley County, Texas",48345,6.2
"Nuckolls County, Nebraska",31129,6.2
"Osceola County, Iowa",19143,6.2
"Price County, Wisconsin",55099,6.2
"Roscommon County, Michigan",26143,6.2
"Strafford County, New Hampshire",33017,6.2
"Swisher County, Texas",48437,6.2
"Texas County, Oklahoma",40139,6.2
"Tucker County, West Virginia",54093,6.2
"Wexford County, Michigan",26165,6.2
"Alcona County, Michigan",26001,6.1
"Alpena County, Michigan",26007,6.1
"Barnstable County, Massachusetts",25001,6.1
"Bath County, Virginia",51017,6.1
"Benton County, Minnesota",27009,6.1
"Castro County, Texas",48069,6.1
"Chaves County, New Mexico",35005,6.1
"Chippewa County, Minnesota",27023,6.1
"Dare County, North Carolina",37055,6.1
"Del Norte County, California",06015,6.1
"Donley County, Texas",48129,6.1
"Duchesne County, Utah",49013,6.1
"Kennebec County, Maine",23011,6.1
"Leelanau County, Michigan",26089,6.1
"Marshall County, Minnesota",27089,6.1
"Mercer County, North Dakota",38057,6.1
"Montgomery County, Maryland",24031,6.1
"Nobles County, Minnesota",27105,6.1
"Ochiltree County, Texas",48357,6.1
"Oneida County, Wisconsin",55085,6.1
"Pender County, North Carolina",37141,6.1
"Pendleton County, West Virginia",54071,6.1
"Pocahontas County, West Virginia",54075,6.1
"Richland County, North Dakota",38077,6.1
"Russell County, Kansas",20167,6.1
"Skamania County, Washington",53059,6.1
"St. Louis County, Minnesota",27137,6.1
"Steuben County, New York",36101,6.1
"Stevens County, Kansas",20189,6.1
"Yellow Medicine County, Minnesota",27173,6.1
"Antrim County, Michigan",26009,6.0
"Arapahoe County, Colorado",08005,6.0
"Aroostook County, Maine",23003,6.0
"Beltrami County, Minnesota",27007,6.0
"Benzie County, Michigan",26019,6.0
"Cedar County, Nebraska",31027,6.0
"Cochran County, Texas",48079,6.0
"Crawford County, Michigan",26039,6.0
"Ellis County, Kansas",20051,6.0
"Grant County, Oregon",41023,6.0
"Gray County, Texas",48179,6.0
"Grays Harbor County, Washington",53027,6.0
"Hansford County, Texas",48195,6.0
"Hodgeman County, Kansas",20083,6.0
"Kalkaska County, Michigan",26079,6.0
"Kearney County, Nebraska",31099,6.0
"Kent County, Maryland",24029,6.0
"Larimer County, Colorado",08069,6.0
"Lassen County, California",06035,6.0
"Lewis County, New York",36049,6.0
"Lyon County, Iowa",19119,6.0
"Mason County, Washington",53045,6.0
"Maury County, Tennessee",47119,6.0
"Meeker County, Minnesota",27093,6.0
"Mendocino County, California",06045,6.0
"Nance County, Nebraska",31125,6.0
"Norman County, Minnesota",27107,6.0
"Oscoda County, Michigan",26135,6.0
"Otter Tail County, Minnesota",27111,6.0
"Pamlico County, North Carolina",37137,6.0
"Pierce County, Nebraska",31139,6.0
"Roseau County, Minnesota",27135,6.0
"Rush County, Kansas",20165,6.0
"Sandoval County, New Mexico",35043,6.0
"Summit County, Utah",49043,6.0
"Swift County, Minnesota",27151,6.0
"Tillamook County, Oregon",41057,6.0
"Washoe County, Nevada",32031,6.0
"Webster County, Nebraska",31181,6.0
"Windham County, Vermont",50025,6.0
"Windsor County, Vermont",50027,6.0
"Yellowstone County, Montana",30111,6.0
"Big Stone County, Minnesota",27011,5.9
"Boone County, Nebraska",31011,5.9
"Briscoe County, Texas",48045,5.9
"Carson County, Texas",48065,5.9
"Charlevoix County, Michigan",26029,5.9
"Chautauqua County, New York",36013,5.9
"Chippewa County, Michigan",26033,5.9
"Dorchester County, Maryland",24019,5.9
"Howard County, Nebraska",31093,5.9
"Hutchinson County, Texas",48233,5.9
"Kearny County, Kansas",20093,5.9
"Lac qui Parle County, Minnesota",27073,5.9
"Lyon County, Minnesota",27083,5.9
"Napa County, California",06055,5.9
"Newport County, Rhode Island",44005,5.9
"Parmer County, Texas",48369,5.9
"Pennington County, Minnesota",27113,5.9
"Pennington County, South Dakota",46103,5.9
"Phelps County, Nebraska",31137,5.9
"Randall County, Texas",48381,5.9
"Roberts County, Texas",48393,5.9
"Rockingham County, New Hampshire",33015,5.9
"San Juan County, Washington",53055,5.9
"Sawyer County, Wisconsin",55113,5.9
"Scott County, Kansas",20171,5.9
"Smith County, Kansas",20183,5.9
"Stevens County, Minnesota",27149,5.9
"Traill County, North Dakota",38097,5.9
"Wilkin County, Minnesota",27167,5.9
"Brown County, South Dakota",46013,5.8
"Carteret County, North Carolina",37031,5.8
"Clatsop County, Oregon",41007,5.8
"Clay County, South Dakota",46027,5.8
"Dawson County, Nebraska",31047,5.8
"Deaf Smith County, Texas",48117,5.8
"Douglas County, Minnesota",27041,5.8
"Franklin County, Idaho",16041,5.8
"Franklin County, Nebraska",31061,5.8
"Glacier County, Montana",30035,5.8
"Highland County, Virginia",51091,5.8
"Jefferson County, Washington",53031,5.8
"Mille Lacs County, Minnesota",27095,5.8
"Missaukee County, Michigan",26113,5.8
"Modoc County, California",06049,5.8
"Montmorency County, Michigan",26119,5.8
"Moore County, Texas",48341,5.8
"Morgan County, Utah",49029,5.8
"Murray County, Minnesota",27101,5.8
"Ness County, Kansas",20135,5.8
"Nye County, Nevada",32023,5.8
"Orange County, New York",36071,5.8
"Osborne County, Kansas",20141,5.8
"Otsego County, Michigan",26137,5.8
"Pembina County, North Dakota",38067,5.8
"Phillips County, Kansas",20147,5.8
"Pope County, Minnesota",27121,5.8
"Presque Isle County, Michigan",26141,5.8
"Red Lake County, Minnesota",27125,5.8
"Roberts County, South Dakota",46109,5.8
"Rooks County, Kansas",20163,5.8
"Sheridan County, Wyoming",56033,5.8
"Silver Bow County, Montana",30093,5.8
"Siskiyou County, California",06093,5.8
"Tooele County, Utah",49045,5.8
"Traverse County, Minnesota",27155,5.8
"Tyrrell County, North Carolina",37177,5.8
"Union County, South Dakota",46127,5.8
"Walsh County, North Dakota",38099,5.8
"Washburn County, Wisconsin",55129,5.8
"Wheeler County, Oregon",41069,5.8
"Antelope County, Nebraska",31003,5.7
"Armstrong County, Texas",48011,5.7
"Bailey County, Texas",48017,5.7
"Burnett County, Wisconsin",55013,5.7
"Carter County, Kentucky",21043,5.7
"Cheboygan County, Michigan",26031,5.7
"Curry County, New Mexico",35009,5.7
"Emmet County, Michigan",26047,5.7
"Gove County, Kansas",20063,5.7
"Grant County, Minnesota",27051,5.7
"Grant County, South Dakota",46051,5.7
"Hamilton County, New York",36041,5.7
"Harlan County, Nebraska",31083,5.7
"Hyde County, North Carolina",37095,5.7
"Kittson County, Minnesota",27069,5.7
"Knox County, Nebraska",31107,5.7
"Lane County, Kansas",20101,5.7
"Lincoln County, South Dakota",46083,5.7
"Sonoma County, California",06097,5.7
"Todd County, Minnesota",27153,5.7
"Washington County, Vermont",50023,5.7
"Wichita County, Kansas",20203,5.7
"Bennington County, Vermont",50003,5.6
"Brewster County, Texas",48043,5.6
"Clearwater County, Minnesota",27029,5.6
"Delta County, Michigan",26041,5.6
"Dickinson County, Michigan",26043,5.6
"Douglas County, Wisconsin",55031,5.6
"Elbert County, Colorado",08039,5.6
"Garrett County, Maryland",24023,5.6
"Graham County, Kansas",20065,5.6
"Hamilton County, Kansas",20075,5.6
"Mahnomen County, Minnesota",27087,5.6
"Morris County, New Jersey",34027,5.6
"Morrison County, Minnesota",27097,5.6
"Norton County, Kansas",20137,5.6
"Orange County, Vermont",50017,5.6
"Pacific County, Washington",53049,5.6
"Ransom County, North Dakota",38073,5.6
"Rock County, Minnesota",27133,5.6
"Roosevelt County, New Mexico",35041,5.6
"Sargent County, North Dakota",38081,5.6
"Sherman County, Texas",48421,5.6
"Somerset County, Maine",23025,5.6
"Wallowa County, Oregon",41063,5.6
"Yankton County, South Dakota",46135,5.6
"Calaveras County, California",06009,5.5
"Day County, South Dakota",46037,5.5
"Furnas County, Nebraska",31065,5.5
"Gosper County, Nebraska",31073,5.5
"Greeley County, Nebraska",31077,5.5
"Hampshire County, Massachusetts",25015,5.5
"Knox County, Maine",23013,5.5
"Mackinac County, Michigan",26097,5.5
"Mitchell County, North Carolina",37121,5.5
"Monterey County, California",06053,5.5
"Morton County, North Dakota",38059,5.5
"Orleans County, Vermont",50019,5.5
"Pine County, Minnesota",27115,5.5
"Pipestone County, Minnesota",27117,5.5
"Presidio County, Texas",48377,5.5
"San Juan County, New Mexico",35045,5.5
"Sheridan County, Kansas",20179,5.5
"Sherman County, Nebraska",31163,5.5
"Skagit County, Washington",53057,5.5
"Stanton County, Kansas",20187,5.5
"Stearns County, Minnesota",27145,5.5
"Tioga County, Pennsylvania",42117,5.5
"Valencia County, New Mexico",35061,5.5
"Wahkiakum County, Washington",53069,5.5
"Wasatch County, Utah",49051,5.5
"Wright County, Minnesota",27171,5.5
"Ada County, Idaho",16001,5.4
"Barnes County, North Dakota",38003,5.4
"Bayfield County, Wisconsin",55007,5.4
"Carroll County, New Hampshire",33003,5.4
"Clark County, South Dakota",46025,5.4
"Custer County, Nebraska",31041,5.4
"Decatur County, Kansas",20039,5.4
"Deuel County, South Dakota",46039,5.4
"Dickey County, North Dakota",38021,5.4
"Dukes County, Massachusetts",25007,5.4
"Elmore County, Idaho",16039,5.4
"Florence County, Wisconsin",55037,5.4
"Forest County, Wisconsin",55041,5.4
"Greeley County, Kansas",20071,5.4
"Hamlin County, South Dakota",46057,5.4
"Hubbard County, Minnesota",27057,5.4
"Iron County, Wisconsin",55051,5.4
"Lamoille County, Vermont",50015,5.4
"Lincoln County, Minnesota",27081,5.4
"Logan County, Kansas",20109,5.4
"Marshall County, South Dakota",46091,5.4
"Merrimack County, New Hampshire",33013,5.4
"Morton County, Kansas",20129,5.4
"Prowers County, Colorado",08099,5.4
"Red Willow County, Nebraska",31145,5.4
"Sullivan County, New Hampshire",33019,5.4
"Tehama County, California",06103,5.4
"Thomas County, Kansas",20193,5.4
"Valley County, Nebraska",31175,5.4
"Androscoggin County, Maine",23001,5.3
"Bon Homme County, South Dakota",46009,5.3
"Culberson County, Texas",48109,5.3
"Franklin County, Maine",23007,5.3
"Gogebic County, Michigan",26053,5.3
"Hudspeth County, Texas",48229,5.3
"Iron County, Michigan",26071,5.3
"Kanabec County, Minnesota",27065,5.3
"LaMoure County, North Dakota",38045,5.3
"Lincoln County, Nebraska",31111,5.3
"Lyon County, Nevada",32019,5.3
"Marquette County, Michigan",26103,5.3
"Otero County, New Mexico",35035,5.3
"Powder River County, Montana",30075,5.3
"Sherman County, Kansas",20181,5.3
"Spink County, South Dakota",46115,5.3
"Steele County, North Dakota",38091,5.3
"Stutsman County, North Dakota",38093,5.3
"Toole County, Montana",30101,5.3
"Trego County, Kansas",20195,5.3
"Trinity County, California",06105,5.3
"Turner County, South Dakota",46125,5.3
"Uinta County, Wyoming",56041,5.3
"Wheeler County, Nebraska",31183,5.3
"Bannock County, Idaho",16005,5.2
"Beadle County, South Dakota",46005,5.2
"Becker County, Minnesota",27005,5.2
"Benson County, North Dakota",38005,5.2
"Caledonia County, Vermont",50005,5.2
"Cavalier County, North Dakota",38019,5.2
"Dallam County, Texas",48111,5.2
"Frontier County, Nebraska",31063,5.2
"Gooding County, Idaho",16047,5.2
"Hitchcock County, Nebraska",31087,5.2
"Holt County, Nebraska",31089,5.2
"Hutchinson County, South Dakota",46067,5.2
"Inyo County, California",06027,5.2
"Itasca County, Minnesota",27061,5.2
"Kingsbury County, South Dakota",46077,5.2
"Lake of the Woods County, Minnesota",27077,5.2
"Powell County, Montana",30077,5.2
"Ramsey County, North Dakota",38071,5.2
"Rawlins County, Kansas",20153,5.2
"Twin Falls County, Idaho",16083,5.2
"Wadena County, Minnesota",27159,5.2
"Waldo County, Maine",23027,5.2
"Wallace County, Kansas",20199,5.2
"Washington County, Colorado",08121,5.2
"Adams County, Idaho",16003,5.1
"Bonneville County, Idaho",16019,5.1
"Cheshire County, New Hampshire",33005,5.1
"Cheyenne County, Kansas",20023,5.1
"Clallam County, Washington",53009,5.1
"Cochise County, Arizona",04003,5.1
"Griggs County, North Dakota",38039,5.1
"Hall County, Nebraska",31079,5.1
"Hayes County, Nebraska",31085,5.1
"Houghton County, Michigan",26061,5.1
"Jeff Davis County, Texas",48243,5.1
"Jefferson County, Montana",30043,5.1
"Kit Carson County, Colorado",08063,5.1
"McCook County, South Dakota",46087,5.1
"McLean County, North Dakota",38055,5.1
"Mohave County, Arizona",04015,5.1
"Moody County, South Dakota",46101,5.1
"Nantucket County, Massachusetts",25019,5.1
"Nelson County, North Dakota",38063,5.1
"Pondera County, Montana",30073,5.1
"Potter County, Texas",48375,5.1
"Rolette County, North Dakota",38079,5.1
"Sierra County, California",06091,5.1
"Uintah County, Utah",49047,5.1
"Yuma County, Colorado",08125,5.1
"Ashland County, Wisconsin",55003,5.0
"Bingham County, Idaho",16011,5.0
"Bottineau County, North Dakota",38009,5.0
"Cascade County, Montana",30013,5.0
"Charles Mix County, South Dakota",46023,5.0
"Chase County, Nebraska",31029,5.0
"Davison County, South Dakota",46035,5.0
"Dundy County, Nebraska",31057,5.0
"Eddy County, North Dakota",38027,5.0
"Edmunds County, South Dakota",46045,5.0
"El Paso County, Colorado",08041,5.0
"Foster County, North Dakota",38031,5.0
"Garfield County, Nebraska",31071,5.0
"Hanson County, South Dakota",46061,5.0
"Hartley County, Texas",48205,5.0
"Koochiching County, Minnesota",27071,5.0
"Lake County, South Dakota",46079,5.0
"Litchfield County, Connecticut",09005,5.0
"Logan County, Colorado",08075,5.0
"Luna County, New Mexico",35029,5.0
"Manistee County, Michigan",26101,5.0
"Mesa County, Colorado",08077,5.0
"Miner County, South Dakota",46097,5.0
"Minidoka County, Idaho",16067,5.0
"Oldham County, Texas",48359,5.0
"Ontonagon County, Michigan",26131,5.0
"Phillips County, Colorado",08095,5.0
"Pierce County, North Dakota",38069,5.0
"Taos County, New Mexico",35055,5.0
"Teton County, Montana",30099,5.0
"Towner County, North Dakota",38095,5.0
"Wells County, North Dakota",38103,5.0
"Alger County, Michigan",26003,4.9
"Baraga County, Michigan",26013,4.9
"Big Horn County, Montana",30003,4.9
"Cassia County, Idaho",16031,4.9
"Churchill County, Nevada",32001,4.9
"Coos County, New Hampshire",33007,4.9
"Essex County, Vermont",50009,4.9
"Grafton County, New Hampshire",33009,4.9
"Hill County, Montana",30041,4.9
"Jefferson County, Idaho",16051,4.9
"Keith County, Nebraska",31101,4.9
"Kidder County, North Dakota",38043,4.9
"Kiowa County, Colorado",08061,4.9
"Kitsap County, Washington",53035,4.9
"McHenry County, North Dakota",38049,4.9
"McPherson County, South Dakota",46089,4.9
"Meade County, South Dakota",46093,4.9
"Perkins County, Nebraska",31135,4.9
"Rich County, Utah",49033,4.9
"San Benito County, California",06069,4.9
"Sanborn County, South Dakota",46111,4.9
"Vilas County, Wisconsin",55125,4.9
"Aitkin County, Minnesota",27001,4.8
"Boyd County, Nebraska",31015,4.8
"Carbon County, Utah",49007,4.8
"Cheyenne County, Colorado",08017,4.8
"Cimarron County, Oklahoma",40025,4.8
"Coconino County, Arizona",04005,4.8
"Douglas County, South Dakota",46043,4.8
"Emmons County, North Dakota",38029,4.8
"Faulk County, South Dakota",46049,4.8
"Keweenaw County, Michigan",26083,4.8
"Liberty County, Montana",30051,4.8
